CustomerID,Recency,Frequency,Monetary,TicketMedio,ProdutosDistintos,TempoCliente,ProbabilidadeRecompra,Propensao
14709.0,0,12,4609.04,384.08666666666664,71,327,0.9559943687959646,Alta
13777.0,27,28,16974.850000000002,606.2446428571428,36,342,0.9548285370728505,Alta
13418.0,30,17,5438.81,319.93,215,342,0.9530583203811152,Alta
15601.0,25,13,6598.16,507.5507692307692,230,342,0.9529874767649134,Alta
17220.0,15,12,2893.77,241.1475,284,333,0.9518218652569842,Alta
14159.0,10,10,3808.7599999999998,380.87600000000003,458,332,0.9488196444573695,Alta
12431.0,5,15,6419.95,427.99666666666667,163,343,0.948434376311668,Alta
18223.0,9,13,5905.82,454.2938461538461,113,327,0.9465627696800937,Alta
16705.0,8,15,12583.33,838.8886666666668,121,328,0.9428578297528116,Alta
13090.0,0,12,7979.68,664.9733333333334,92,342,0.9402755223152943,Alta
14680.0,41,15,27586.51,1839.1006666666665,72,341,0.9347203589762096,Alta
13081.0,5,9,26141.46,2904.6066666666666,489,340,0.9332674760464755,Alta
13178.0,5,10,5418.99,541.899,86,330,0.9315004784313489,Alta
15570.0,5,10,3768.8,376.88,223,338,0.9291534920967037,Alta
15719.0,2,13,5030.07,386.92846153846153,299,307,0.928221613814967,Alta
17377.0,0,18,3741.92,207.88444444444445,181,343,0.9254129867135439,Alta
16019.0,16,9,3786.24,420.6933333333333,133,334,0.9196695353420402,Alta
13880.0,21,12,2823.12,235.26,111,336,0.9195522138820342,Alta
16168.0,3,22,3329.34,151.33363636363637,53,339,0.9187503909454281,Alta
12476.0,15,9,4822.43,535.8255555555556,122,330,0.9170975361960744,Alta
17402.0,20,11,2034.1499999999999,184.9227272727273,31,338,0.9124816621674681,Alta
16186.0,15,11,3594.14,326.74,87,341,0.9113342415376614,Alta
13097.0,2,10,6003.22,600.322,214,329,0.9099252524730022,Alta
18055.0,9,9,5897.570000000001,655.2855555555556,207,339,0.9048037669537334,Alta
16393.0,22,10,2114.38,211.43800000000002,108,338,0.9037767387490785,Alta
13842.0,28,9,3385.62,376.18,155,336,0.902004320806432,Alta
14825.0,32,9,1644.91,182.76777777777778,71,338,0.9009374680099107,Alta
18219.0,12,9,1827.4,203.04444444444445,57,338,0.8972317810915382,Alta
18075.0,29,9,2257.77,250.86333333333337,81,330,0.896223610987962,Alta
12437.0,5,15,4294.5,286.3,108,300,0.8941105616324275,Alta
16818.0,40,10,3221.81,322.18100000000004,167,175,0.8925899180721515,Alta
14099.0,12,10,2890.37,289.037,160,324,0.8853829992169102,Alta
15984.0,40,8,2050.71,256.33875,179,337,0.8843595055734276,Alta
14534.0,35,15,3737.26,249.1506666666667,304,288,0.876561305470889,Alta
14217.0,9,14,1665.14,118.93857142857144,68,335,0.876056211116982,Alta
17613.0,13,12,4247.65,353.97083333333336,209,275,0.874442916755028,Alta
17139.0,8,11,10182.25,925.6590909090909,307,258,0.8727670565750301,Alta
17306.0,6,17,7586.16,446.24470588235295,11,322,0.8710672608931255,Alta
14562.0,7,13,3809.4,293.03076923076924,169,273,0.8696253390690358,Alta
14895.0,9,16,9442.17,590.135625,264,259,0.8563764000341156,Alta
15827.0,42,14,1836.09,131.1492857142857,72,341,0.8531358699441405,Alta
15150.0,2,9,4998.74,555.4155555555556,273,238,0.8525051037625188,Alta
14191.0,7,10,3149.84,314.98400000000004,92,190,0.8459956781137874,Alta
14808.0,9,8,2718.6,339.82500000000005,176,141,0.8434277647137001,Alta
15622.0,12,9,3709.56,412.17333333333335,169,251,0.8398103403764041,Alta
13993.0,12,9,3466.36,385.1511111111111,66,300,0.833172297814957,Alta
16059.0,35,6,1453.16,242.19333333333336,126,337,0.8273516501572615,Alta
14367.0,0,14,8279.44,591.3885714285715,262,245,0.8250512467275465,Alta
14404.0,3,6,1449.32,241.5533333333333,70,338,0.8238634576587328,Alta
14221.0,11,9,3432.8,381.4222222222222,123,308,0.8232754607945201,Alta
12500.0,19,10,3640.7799999999997,364.078,34,303,0.8220027276096826,Alta
14462.0,35,11,1980.57,180.0518181818182,150,309,0.8215729983073411,Alta
13629.0,0,10,7076.36,707.636,27,308,0.8206224848722777,Alta
12594.0,7,10,3338.2200000000003,333.822,50,292,0.8093746849965705,Alta
15144.0,12,15,5358.3,357.22,120,281,0.8084261808410037,Alta
13268.0,8,8,2849.79,356.22375,246,236,0.8083974348389901,Alta
13021.0,7,7,1918.38,274.05428571428575,67,328,0.8060964584508349,Alta
16316.0,33,8,2938.91,367.36375,120,327,0.805322761618181,Alta
17491.0,6,8,2784.45,348.05625,65,337,0.8030651258525788,Alta
16326.0,3,12,2506.03,208.8358333333333,153,304,0.8017614129491958,Alta
16333.0,5,20,25079.6,1253.98,9,279,0.798015093628526,Alta
14096.0,8,12,28401.03,2366.7525,916,71,0.7951092286491146,Alta
18172.0,0,19,7153.68,376.50947368421055,100,259,0.7941810596439981,Alta
12744.0,21,7,21279.29,3039.8985714285714,178,287,0.7939440598520708,Alta
13230.0,107,12,2195.23,182.93583333333333,302,334,0.7923858961155902,Alta
14733.0,80,11,9044.2,822.1999999999999,98,337,0.7914689126071742,Alta
16837.0,0,11,3170.98,288.2709090909091,123,215,0.791027878478819,Alta
17214.0,29,6,1059.1200000000001,176.52,79,328,0.7900706343003883,Alta
14744.0,29,6,1011.78,168.63,18,336,0.7896201945627277,Alta
15518.0,33,8,1921.55,240.19375,135,301,0.7879989266252394,Alta
17997.0,43,8,1962.46,245.3075,133,133,0.7878708023810921,Alta
15249.0,1,13,6688.46,514.496923076923,211,226,0.7873733231355182,Alta
14901.0,1,8,1226.47,153.30875,65,342,0.7789770803268229,Alta
17396.0,8,8,7330.8,916.35,24,341,0.777960126170806,Alta
16592.0,0,13,2729.34,209.94923076923078,120,257,0.7755394000393296,Alta
15527.0,8,7,2249.44,321.34857142857146,94,323,0.7748493474586976,Alta
16115.0,10,7,1511.87,215.98142857142855,165,262,0.7726554844641836,Alta
17940.0,18,10,4020.04,402.004,6,272,0.7696366646103322,Alta
13890.0,2,5,1001.91,200.382,48,328,0.7693867150675011,Alta
17126.0,121,5,989.45,197.89000000000001,187,332,0.7693532650954158,Alta
15605.0,5,5,1198.23,239.64600000000002,61,342,0.7617177340292275,Alta
14776.0,20,11,2538.2999999999997,230.75454545454548,44,281,0.7604264233221316,Alta
16235.0,10,5,867.3100000000001,173.46200000000002,42,301,0.760079290998684,Alta
15939.0,59,15,6115.01,407.6673333333334,28,301,0.7581514319156818,Alta
14936.0,3,8,8137.02,1017.1274999999999,210,245,0.7541461889769504,Alta
14397.0,11,14,1590.18,113.58428571428571,16,183,0.7494489803459811,Alta
12347.0,9,6,4085.18,680.8633333333333,100,336,0.7485302560758231,Alta
17262.0,21,5,1253.3600000000001,250.67200000000003,9,335,0.7477724281249616,Alta
18171.0,28,5,1231.31,246.262,43,303,0.7452992033117528,Alta
16360.0,8,4,1964.78,491.195,243,57,0.7403557956298673,Alta
18008.0,39,9,2116.19,235.13222222222223,24,288,0.7388296063124745,Alta
16942.0,3,8,1643.28,205.41,130,197,0.7385309196166886,Alta
15241.0,36,8,1756.44,219.555,82,253,0.7382182384104936,Alta
17512.0,20,9,2473.31,274.81222222222226,58,271,0.7351549737862354,Alta
12843.0,35,8,1702.26,212.7825,69,233,0.7344115001161122,Alta
16076.0,22,8,1887.5700000000002,235.94625000000002,71,178,0.7335144304891559,Alta
14944.0,46,9,4922.51,546.9455555555555,96,266,0.7322912256047718,Alta
15860.0,10,8,965.16,120.645,105,338,0.7290668933959894,Alta
13527.0,3,7,2242.36,320.33714285714285,153,296,0.7239692257179206,Alta
16266.0,43,7,861.89,123.12714285714286,44,175,0.7217179127790926,Alta
15628.0,16,7,2363.36,337.6228571428572,81,336,0.7199242594480223,Alta
17705.0,44,7,1191.92,170.27428571428572,54,271,0.7187034180401036,Alta
13725.0,19,8,1980.56,247.57,95,278,0.7160347416066526,Alta
17655.0,9,6,2191.2,365.20000000000005,62,335,0.7158676686203538,Alta
16743.0,82,6,1860.9,310.15000000000003,82,328,0.706266251680292,Alta
14434.0,7,5,1032.0,206.4,3,41,0.7062227937927443,Alta
15370.0,10,7,2386.05,340.86428571428576,65,302,0.7027648961513515,Alta
17337.0,120,4,1981.06,495.265,421,279,0.7002344586806812,Alta
17673.0,36,5,1482.5,296.5,113,289,0.6977001009451934,Média
14978.0,41,5,1921.3700000000001,384.274,136,300,0.6957861661863826,Média
12721.0,1,6,2656.13,442.68833333333333,133,324,0.6923257390808324,Média
14976.0,26,7,790.86,112.98,47,296,0.6908350822426967,Média
14738.0,12,7,1314.45,187.77857142857144,39,285,0.6887349865403661,Média
13183.0,6,8,3528.7200000000003,441.09000000000003,51,304,0.6886949672021374,Média
17086.0,0,4,1252.06,313.015,55,33,0.6866092208111509,Média
13448.0,49,5,2484.37,496.87399999999997,130,343,0.6855374449840226,Média
17567.0,26,7,3913.48,559.0685714285714,107,341,0.6850939180218756,Média
18122.0,5,4,962.48,240.62,122,120,0.6838919059177062,Média
17861.0,105,5,1299.49,259.898,114,289,0.6833987845101352,Média
14461.0,117,3,2103.06,701.02,173,231,0.6831156553775348,Média
17400.0,95,5,2097.84,419.56800000000004,175,322,0.681758170899241,Média
14903.0,94,4,2398.62,599.655,195,248,0.6804817078876659,Média
15203.0,49,5,1517.72,303.544,75,281,0.6787032259843285,Média
16394.0,26,5,1555.34,311.06800000000004,61,259,0.6782871113752533,Média
17571.0,19,4,1425.67,356.4175,247,267,0.6758759407115471,Média
16049.0,9,3,1074.81,358.27,248,44,0.6757032621646416,Média
15706.0,33,4,1060.56,265.14,50,85,0.6746887083421078,Média
15093.0,86,5,4027.1,805.4200000000001,51,341,0.6671339236382711,Média
13634.0,2,5,1547.3600000000001,309.47200000000004,156,296,0.6669724303289362,Média
13750.0,23,5,1647.26,329.452,20,306,0.6657529710660939,Média
17059.0,79,4,2237.1,559.275,232,339,0.661728356489633,Média
16681.0,42,6,1770.3400000000001,295.0566666666667,18,222,0.661630791147146,Média
14883.0,9,5,666.0699999999999,133.214,37,181,0.6608729186106377,Média
18177.0,0,6,1340.8700000000001,223.47833333333335,53,225,0.6604813019914062,Média
14913.0,5,4,1227.43,306.8575,76,328,0.6567516625133121,Média
13435.0,13,5,2531.62,506.32399999999996,53,158,0.6556649757625375,Média
16143.0,77,5,1949.3600000000001,389.872,70,338,0.652510273629872,Média
13394.0,23,7,2217.92,316.8457142857143,118,279,0.6521071218178244,Média
14854.0,47,7,2740.03,391.43285714285713,110,244,0.6490256088314215,Média
16497.0,19,6,2965.69,494.2816666666667,128,302,0.6475692010931813,Média
15932.0,57,7,2195.65,313.6642857142857,76,258,0.6462875308869303,Média
17434.0,6,3,1141.23,380.41,53,54,0.6456395384571829,Média
14299.0,27,7,3150.55,450.0785714285715,89,335,0.6426795384027846,Média
12610.0,13,4,1851.34,462.835,83,95,0.6423480521958951,Média
12957.0,41,6,2640.7200000000003,440.11999999999995,146,309,0.6411222261109653,Média
12381.0,2,4,1698.3,424.575,67,89,0.6384206109464597,Média
13507.0,67,3,2022.79,674.2633333333334,123,115,0.6363318969039653,Média
17410.0,7,4,978.38,244.59499999999997,50,184,0.6360173565012603,Média
12518.0,28,3,1230.79,410.2633333333333,60,79,0.6356970208875945,Média
17444.0,117,3,2940.04,980.0133333333333,132,142,0.6354229665773207,Média
13456.0,32,4,1309.8200000000002,327.45500000000004,39,176,0.6352990463676037,Média
15105.0,36,4,1717.57,429.3925,74,104,0.634784401892579,Média
18097.0,96,5,1986.2,397.23999999999995,56,323,0.6327561167909244,Média
17364.0,106,6,2617.41,436.23499999999996,153,300,0.6326438517432315,Média
17924.0,8,5,2669.94,533.988,24,343,0.6317032393688161,Média
12952.0,12,3,1090.06,363.3533333333333,55,47,0.6305207036205747,Média
13505.0,42,4,4393.63,1098.4075,182,202,0.6302717420718164,Média
13117.0,91,7,841.77,120.25285714285714,57,341,0.6287131421866247,Média
15716.0,115,4,1101.11,275.27750000000003,101,339,0.6248705199996553,Média
12546.0,16,2,1161.5,580.75,59,47,0.623897088169665,Média
14640.0,28,5,1789.43,357.886,71,197,0.6238193440653683,Média
13429.0,19,3,693.0,231.0,38,44,0.6236051822657848,Média
13752.0,93,6,1175.38,195.89666666666668,64,216,0.6233675603745826,Média
16101.0,40,1,1290.7,1290.7,76,40,0.6228559179097882,Média
14529.0,29,3,578.61,192.87,177,79,0.6216358326502422,Média
15296.0,20,6,3672.86,612.1433333333333,137,296,0.620493113734583,Média
14101.0,43,6,5976.79,996.1316666666667,15,295,0.6191247100136688,Média
14408.0,64,6,2290.81,381.80166666666673,59,233,0.6164941011180622,Média
13849.0,21,2,1537.95,768.975,97,140,0.6155584236686057,Média
15128.0,29,4,1471.0,367.75,74,189,0.6151013660395993,Média
13743.0,58,6,1065.84,177.64,8,228,0.6141656335363435,Média
14261.0,20,2,1163.45,581.725,52,48,0.6127474635822765,Média
16440.0,21,3,1808.83,602.9433333333334,129,184,0.6118023879413872,Média
18168.0,145,6,1160.04,193.34,97,341,0.6108097314481934,Média
16470.0,21,4,752.77,188.1925,120,328,0.6102070966767632,Média
16370.0,51,4,1301.91,325.4775,143,194,0.6089923847496859,Média
15801.0,15,3,1063.95,354.65000000000003,61,79,0.6064136478149907,Média
13875.0,23,5,1786.79,357.358,79,270,0.6042011807406159,Média
17774.0,66,4,1213.73,303.4325,123,274,0.6037774061789206,Média
14175.0,29,3,3222.3,1074.1000000000001,139,299,0.6028213009390729,Média
16456.0,68,5,2158.18,431.6360000000001,80,342,0.6014181397724582,Média
14824.0,2,3,811.01,270.33666666666664,19,60,0.598553973103093,Média
16503.0,76,4,1431.93,357.9825,71,329,0.5985240371034303,Média
14739.0,35,5,2857.36,571.472,39,336,0.5964170769606367,Média
13956.0,23,4,865.72,216.43,107,240,0.5955247654111173,Média
17422.0,62,5,1698.97,339.794,80,265,0.59102292298518,Média
14035.0,16,4,1127.7,281.925,40,267,0.5899980190757624,Média
16009.0,1,3,913.11,304.37,68,129,0.5898700272723769,Média
15730.0,35,3,1120.88,373.6266666666667,68,176,0.5891014086358981,Média
12700.0,35,3,3625.24,1208.4133333333332,167,184,0.5882996410345623,Média
13495.0,5,4,1732.23,433.0575,32,337,0.5880317991411086,Média
16416.0,12,2,678.72,339.36,47,25,0.5868773683906562,Média
16438.0,5,3,468.03000000000003,156.01,60,51,0.5855029863228779,Média
16053.0,2,2,1511.95,755.975,81,91,0.5844997444308723,Média
17905.0,40,4,798.99,199.7475,33,342,0.5841981242187977,Média
14587.0,153,8,1452.68,181.585,166,300,0.583463650863034,Média
16989.0,32,4,1027.65,256.9125,7,120,0.5807687686508275,Média
14224.0,79,4,1009.73,252.4325,105,289,0.5807116792077609,Média
16085.0,27,4,739.98,184.995,101,290,0.577087200101927,Média
13824.0,2,5,1698.94,339.788,34,279,0.5768235255448702,Média
14234.0,14,2,431.0,215.5,108,26,0.576146451938463,Média
13982.0,8,4,1871.81,467.95250000000004,72,334,0.5734668738886605,Média
13761.0,19,2,1070.65,535.325,68,149,0.5721493126706023,Média
13953.0,22,6,3104.36,517.3933333333333,8,322,0.5715377980132713,Média
14592.0,4,3,557.94,185.98,132,33,0.5700283501650651,Média
17459.0,12,2,657.3,328.65,88,29,0.5696386307042457,Média
14669.0,211,3,1259.24,419.74666666666667,158,302,0.568071665688396,Média
16056.0,14,1,650.75,650.75,66,14,0.5670623089665633,Média
14626.0,34,3,2182.2,727.4,82,202,0.5670477701730495,Média
16218.0,84,6,2635.48,439.24666666666667,51,343,0.5639566091840728,Média
15584.0,17,3,576.8,192.26666666666665,81,131,0.5611608256087081,Média
13588.0,0,7,2253.32,321.90285714285716,125,224,0.56115318047981,Média
14959.0,33,4,695.42,173.85500000000002,37,265,0.5589276271808071,Média
16243.0,3,2,409.1,204.55,49,24,0.556563457316536,Média
16169.0,9,2,904.8000000000001,452.40000000000003,33,45,0.5561516313791033,Média
13643.0,0,3,519.44,173.14666666666668,24,155,0.5560192172213896,Média
17341.0,126,3,682.29,227.42999999999998,147,336,0.5556646264666221,Média
16043.0,7,4,773.99,193.4975,30,287,0.5538254790434636,Média
15755.0,43,5,2076.7400000000002,415.34799999999996,119,264,0.5532135631445786,Média
15549.0,46,3,1681.46,560.4866666666667,104,285,0.5529865968055537,Média
16099.0,19,3,731.9,243.9666666666667,29,195,0.5528026293133856,Média
16284.0,0,2,812.68,406.34000000000003,87,19,0.5513045291632734,Média
16464.0,49,2,983.33,491.66499999999996,141,111,0.5507712891575113,Média
15862.0,81,3,659.73,219.91,98,343,0.5499282013983248,Média
12664.0,5,7,3681.88,525.9828571428571,10,292,0.5493848538789498,Média
14179.0,10,2,701.57,350.785,135,21,0.5493790749358097,Média
12530.0,29,4,1662.28,415.57,51,306,0.5471762824693638,Média
15117.0,19,3,1202.03,400.6766666666667,57,185,0.5448762250851736,Média
12412.0,44,3,1226.88,408.96000000000004,43,138,0.5441805859956379,Média
16128.0,6,4,1690.5800000000002,422.645,76,252,0.5440389375118722,Média
13040.0,2,1,303.25,303.25,21,2,0.5436015541355341,Média
17014.0,1,2,353.81,176.905,53,36,0.5424163910834034,Média
17169.0,27,2,835.78,417.89,51,152,0.5415740555253563,Média
15568.0,14,2,422.52,211.26,26,42,0.5411361175203097,Média
15156.0,3,1,317.8,317.8,20,3,0.5373737007038135,Média
12607.0,29,1,1579.51,1579.51,101,29,0.534177957915068,Média
16882.0,36,3,705.12,235.04,39,286,0.532173458234077,Média
16258.0,14,5,5203.51,1040.702,111,188,0.5307940170590417,Média
16825.0,8,2,775.18,387.59000000000003,27,155,0.5304984017955852,Média
15017.0,3,1,125.58,125.58,20,3,0.529318039917318,Média
16711.0,109,3,909.87,303.29,9,327,0.5288498503259261,Média
12348.0,44,4,1797.24,449.31,22,327,0.528056574471344,Média
17159.0,44,2,926.67,463.33500000000004,51,141,0.5226544569166988,Média
14098.0,6,1,147.35,147.35,21,6,0.5225981200730727,Média
15819.0,18,4,1905.45,476.3625,96,246,0.5213282258539014,Média
13591.0,34,3,1117.13,372.3766666666666,56,236,0.520086782881093,Média
13984.0,95,4,819.33,204.8325,10,335,0.5196809438772493,Média
14621.0,126,3,1002.9100000000001,334.30333333333334,45,327,0.5193643823096846,Média
16341.0,55,2,1531.89,765.9449999999999,53,170,0.5191023062182473,Média
17934.0,21,2,704.25,352.125,21,28,0.5182874232381315,Média
17515.0,0,4,639.02,159.755,49,287,0.5178074307533371,Média
13562.0,51,3,1799.3300000000002,599.7766666666666,50,215,0.5171760137546516,Média
13314.0,32,2,589.47,294.735,40,43,0.5167147926893986,Média
17724.0,40,3,1033.0,344.3333333333333,38,107,0.5167034702178642,Média
16618.0,0,5,2647.59,529.518,79,292,0.516614659448174,Média
17054.0,107,4,1207.32,301.83,58,214,0.5165342812518461,Média
17386.0,68,5,1697.3400000000001,339.468,8,135,0.5158545396211167,Média
14532.0,205,4,932.85,233.21250000000003,45,321,0.5147528939744432,Média
13354.0,40,1,743.53,743.53,51,40,0.5146624873962454,Média
16488.0,2,3,498.8,166.26666666666668,28,118,0.5133758929872453,Média
14493.0,16,2,1010.72,505.36,48,124,0.5133083957948966,Média
15469.0,19,2,538.55,269.275,24,89,0.5126119460709279,Média
15667.0,9,1,301.32000000000005,301.32000000000005,13,9,0.5120445172049947,Média
16201.0,14,2,782.83,391.415,48,79,0.509879783012288,Média
13464.0,27,1,674.68,674.68,41,27,0.5093334085422454,Média
17042.0,90,4,915.02,228.755,69,216,0.5091929415841391,Média
15977.0,8,1,355.63,355.63,28,8,0.5091411782735945,Média
18096.0,26,2,573.92,286.96,121,33,0.5089819941835957,Média
13662.0,55,3,881.26,293.75333333333333,50,228,0.5082837703047383,Média
13908.0,49,4,2369.55,592.3875,104,246,0.5081054256105487,Média
14700.0,1,3,2195.1,731.6999999999999,80,207,0.5080251924297899,Média
16083.0,70,2,1317.62,658.81,31,330,0.5072930227341712,Média
16624.0,50,2,810.57,405.28499999999997,44,166,0.5072517769919883,Média
15748.0,9,1,144.36,144.36,19,9,0.5070900384716197,Média
14359.0,12,2,785.48,392.74,44,57,0.5070005145915495,Média
17637.0,0,2,547.0600000000001,273.53,35,84,0.5064502786534096,Média
18136.0,32,3,784.33,261.4433333333333,34,289,0.5059721498939516,Média
13722.0,101,3,2375.41,791.8033333333333,75,252,0.5025273848672321,Média
15933.0,40,2,728.27,364.135,44,56,0.5024659208582424,Média
17252.0,86,2,348.90999999999997,174.45499999999998,86,155,0.5010628990422602,Média
16480.0,45,1,769.29,769.29,51,45,0.5007159015010061,Média
12913.0,252,3,866.39,288.7966666666667,12,337,0.5002938543480421,Média
15806.0,15,3,784.58,261.5266666666667,24,246,0.49912781325768124,Média
15704.0,109,4,2293.62,573.405,79,185,0.4965104502773559,Média
14229.0,21,3,1547.2,515.7333333333332,29,303,0.49448861572751185,Média
14584.0,138,4,1033.06,258.265,68,167,0.4940918322274868,Média
13192.0,64,2,911.94,455.97,57,174,0.4934379552231182,Média
15330.0,1,2,714.9599999999999,357.48,10,30,0.49205349465743664,Média
13280.0,91,3,798.46,266.15333333333336,67,306,0.49169917355037,Média
16805.0,143,2,460.59000000000003,230.295,94,329,0.4912275206870501,Média
17403.0,5,1,263.92,263.92,32,5,0.49087277090281106,Média
15983.0,330,3,1138.37,379.4566666666667,57,343,0.4888209852617691,Média
14295.0,9,1,166.20000000000002,166.20000000000002,5,9,0.4884042928601917,Média
14577.0,133,3,646.64,215.5466666666667,70,332,0.48808887315001,Média
13447.0,3,2,654.01,327.005,38,5,0.4873996216826408,Média
12581.0,9,1,197.71,197.71,15,9,0.48673013671391335,Média
14102.0,6,2,546.0,273.0,27,14,0.4864097382306113,Média
14931.0,44,3,847.65,282.55,27,210,0.4847723226800778,Média
13848.0,61,3,1255.0,418.3333333333333,3,335,0.483258686994818,Média
17472.0,160,3,697.54,232.51333333333332,142,268,0.4828872232295019,Média
14923.0,20,1,749.1,749.1,44,20,0.48282398568853246,Média
15103.0,0,2,703.36,351.68,35,55,0.48253962715870274,Média
16350.0,34,3,1001.87,333.95666666666665,40,303,0.48236570227959885,Média
16877.0,9,3,450.91,150.30333333333334,79,177,0.4820638331328787,Média
13370.0,341,1,754.87,754.87,39,341,0.48092269258522446,Média
13131.0,40,2,772.2,386.1,22,157,0.480811739023148,Média
17033.0,55,3,1030.14,343.37999999999994,24,328,0.48025337743477164,Média
12379.0,51,2,852.24,426.12,39,139,0.4800306708753005,Média
14250.0,58,1,1228.83,1228.83,74,58,0.47988082330975856,Média
14965.0,65,2,596.09,298.04499999999996,80,65,0.47906445318092766,Média
17019.0,231,3,995.93,331.97666666666663,114,337,0.4783809904633038,Média
14775.0,27,3,1011.9,337.3,57,341,0.4782006060124116,Média
14719.0,30,3,788.0,262.6666666666667,117,218,0.47689216493706377,Média
13147.0,0,3,475.2,158.4,1,69,0.47586458468573817,Média
13914.0,5,1,321.07,321.07,16,5,0.4749322740755211,Média
14257.0,33,5,3099.7200000000003,619.9440000000001,88,288,0.47454828621988826,Média
12967.0,327,2,1660.9,830.45,19,341,0.4743793459433384,Média
13200.0,43,2,627.01,313.505,34,95,0.4742114195004993,Média
14820.0,3,3,381.29,127.09666666666668,23,142,0.4738818725168526,Média
14276.0,68,3,1119.74,373.24666666666667,52,259,0.47315746341655784,Média
14002.0,103,2,529.73,264.865,47,125,0.473081353132827,Média
15757.0,35,2,714.42,357.21000000000004,43,187,0.4724556540600999,Média
12585.0,203,2,2040.1,1020.05,77,320,0.47232000881673153,Média
17828.0,79,3,1076.66,358.8866666666667,51,154,0.4719489682719085,Média
12667.0,27,1,620.13,620.13,33,27,0.4701691270013828,Média
15626.0,44,2,675.8,337.9,49,299,0.46997576840741334,Média
17994.0,91,4,674.89,168.7225,63,260,0.4683833303105638,Média
13421.0,9,2,1833.71,916.855,88,259,0.4671987016663797,Média
12409.0,48,3,11072.67,3690.89,91,152,0.4667784018600378,Média
13093.0,245,8,7832.47,979.05875,97,342,0.46655680768144264,Média
16190.0,9,1,215.08,215.08,6,9,0.4661509102808345,Média
14451.0,29,2,643.9,321.95,86,164,0.46585042548183564,Média
15235.0,187,12,2247.51,187.29250000000002,132,342,0.4643947761390756,Média
17298.0,70,2,498.42,249.21,30,94,0.4642920526966706,Média
13577.0,62,3,1193.8,397.93333333333334,49,211,0.463838104255366,Média
16780.0,69,2,422.24,211.12,51,228,0.46280467374811346,Média
14389.0,34,2,1043.46,521.73,33,160,0.4586875797628273,Média
13233.0,43,2,605.12,302.56,43,305,0.45778957938277426,Média
15265.0,120,2,1506.1200000000001,753.06,76,205,0.45757312045908266,Média
16324.0,97,3,408.59000000000003,136.1966666666667,100,146,0.45733086997474987,Média
15907.0,146,2,477.59000000000003,238.79500000000002,93,179,0.45473983767586834,Média
12550.0,48,1,964.83,964.83,57,48,0.45382750278037176,Média
14731.0,16,3,380.02,126.67333333333333,38,181,0.4529836519928408,Média
17204.0,144,4,1564.56,391.14000000000004,44,233,0.4518139559603351,Média
17926.0,102,2,397.29,198.645,17,173,0.4510516778185823,Média
13710.0,1,1,180.48,180.48,8,1,0.44985766512635916,Média
15976.0,134,2,427.64,213.82,83,189,0.4496025830949324,Média
14446.0,50,2,674.56,337.28,162,216,0.4483763520410851,Média
17460.0,63,6,622.4300000000001,103.73833333333334,18,342,0.4470719640576268,Média
18143.0,86,2,1000.16,500.08000000000004,59,111,0.4459946433858608,Média
13475.0,160,4,1431.78,357.945,64,268,0.44459961606633414,Média
15840.0,28,2,355.56,177.78,26,142,0.44361094533369416,Média
